grid,grouping,state,uni_name,year,Women Above Senior Lecturer,Women Senior lecturer (Level C),Women Lecturer (Level B),Women Below lecturer (Level A),Total women academic,Women non-academic,Total women staff,% Women above senior lecturer,% Women Senior lecturer (Level C),% Women Lecturer (Level B),% Women below lecturer (Level A),% women academics,% women non-academic,Total % women staff,All staff above Senior Lecturer,All staff Senior lecturer (Level C),All staff Lecturer (Level B),All staff Below lecturer (Level A),Total All staff academic,All staff Non-academic,Total staff,Women % all Above Senior Lecturer,Women % all Senior lecturer (Level C),Women % all Lecturer (Level B),Women % all Below lecturer (Level A),Women % all staff tacademic,Women % all Non academic,% Men,
grid.1037.5,,NSW,Charles Sturt University,2002,13,52,124,23,212,633,845,16.88,36.88,40.66,47.92,37.13,63.62,53.96,77,141,305,48,571,995,"1,566",0.83,3.32,7.92,1.47,13.54,40.42,46.04,
grid.1037.5,,NSW,Charles Sturt University,2003,10,44,130,33,217,655,872,13.51,32.84,43.77,57.89,38.61,64.28,55.15,74,134,297,57,562,"1,019","1,581",0.63,2.78,8.22,2.09,13.72,41.43,44.85,
grid.1037.5,,NSW,Charles Sturt University,2004,19,40,133,38,230,684,914,21.11,31.75,44.78,66.67,40.35,65.39,56.56,90,126,297,57,570,"1,046","1,616",1.18,2.48,8.23,2.35,14.24,42.33,43.44,
grid.1037.5,,NSW,Charles Sturt University,2005,19,32,140,46,237,692,929,19.79,27.35,43.48,62.16,38.92,65.53,55.8,96,117,322,74,609,"1,056","1,665",1.14,1.92,8.41,2.76,14.23,41.56,44.2,
grid.1037.5,,NSW,Charles Sturt University,2006,21,34,156,39,250,700,950,21.88,26.15,48.75,52.7,40.32,65.91,56.48,96,130,320,74,620,"1,062","1,682",1.25,2.02,9.27,2.32,14.86,41.62,43.52,
grid.1037.5,,NSW,Charles Sturt University,2007,32,36,173,48,289,717,"1,006",25.2,27.69,48.32,59.26,41.52,64.89,55.86,127,130,358,81,696,"1,105","1,801",1.78,2,9.61,2.67,16.06,39.81,44.14,
grid.1037.5,,NSW,Charles Sturt University,2008,31,41,170,47,289,783,"1,072",23.31,34.45,47.62,58.02,41.88,66.36,57.33,133,119,357,81,690,"1,180","1,870",1.66,2.19,9.09,2.51,15.45,41.87,42.67,
grid.1037.5,,NSW,Charles Sturt University,2009,37,44,180,56,317,763,"1,080",27.61,35.48,49.45,66.67,44.9,64.99,57.45,134,124,364,84,706,"1,174","1,880",1.97,2.34,9.57,2.98,16.86,40.59,42.55,
grid.1037.5,,NSW,Charles Sturt University,2010,38,55,176,51,320,782,"1,102",28.36,37.16,49.16,68,44.76,64.26,57.04,134,148,358,75,715,"1,217","1,932",1.97,2.85,9.11,2.64,16.57,40.48,42.96,
grid.1037.5,,NSW,Charles Sturt University,2011,45,56,246,46,393,812,"1,205",29.61,34.36,49.2,63.89,44.31,65.22,56.52,152,163,500,72,887,"1,245","2,132",2.11,2.63,11.54,2.16,18.44,38.09,43.48,
grid.1037.5,,NSW,Charles Sturt University,2012,50,55,264,43,412,811,"1,223",32.89,31.43,48.53,63.24,43.88,64.88,55.87,152,175,544,68,939,"1,250","2,189",2.28,2.51,12.06,1.96,18.81,37.05,44.13,
grid.1037.5,,NSW,Charles Sturt University,2013,44,67,340,48,499,857,"1,356",28.39,38.29,48.99,70.59,45.7,66.59,57,155,175,694,68,1092,"1,287","2,379",1.85,2.82,14.29,2.02,20.98,36.02,43,
grid.1037.5,,NSW,Charles Sturt University,2014,64,69,324,52,509,870,"1,379",35.75,39.88,51.27,62.65,47.7,68.24,58.88,179,173,632,83,1067,"1,275","2,342",2.73,2.95,13.83,2.22,21.73,37.15,41.12,
grid.1037.5,,NSW,Charles Sturt University,2015,50,73,287,58,468,854,"1,322",28.25,40.56,49.23,65.91,45.53,68.16,57.96,177,180,583,88,1028,"1,253","2,281",2.19,3.2,12.58,2.54,20.51,37.44,42.04,
grid.1037.5,,NSW,Charles Sturt University,2016,52,79,267,54,452,823,"1,275",31.71,40.93,48.55,64.29,45.61,67.46,57.67,164,193,550,84,991,"1,220","2,211",2.35,3.57,12.08,2.44,20.44,37.22,42.33,
grid.1037.5,,NSW,Charles Sturt University,2017,64,85,280,56,485,853,"1,338",34.78,40.48,47.54,58.95,44.99,68.02,57.38,184,210,589,95,1078,"1,254","2,332",2.74,3.64,12.01,2.4,20.79,36.58,42.62,
grid.1037.5,,NSW,Charles Sturt University,2018,57,89,294,60,500,889,"1,389",33.14,41.2,48.76,56.07,45.54,68.75,58.09,172,216,603,107,1098,"1,293","2,391",2.38,3.72,12.3,2.51,20.91,37.18,41.91,
grid.1032.0,ATN,WA,Curtin University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1032.0,ATN,WA,Curtin University,2001,31,59,202,104,396,872,"1,268",15.12,25.65,46.33,56.22,37.5,60.35,50.7,205,230,436,185,1056,"1,445","2,501",1.24,2.36,8.08,4.16,15.84,34.87,49.3,
grid.1032.0,ATN,WA,Curtin University,2002,36,72,220,100,428,917,"1,345",15.19,30.25,47.62,57.47,38.52,59.93,50.93,237,238,462,174,1111,"1,530","2,641",1.36,2.73,8.33,3.79,16.21,34.72,49.07,
grid.1032.0,ATN,WA,Curtin University,2003,45,81,205,98,429,939,"1,368",18.75,31.76,46.8,51.85,38.24,60.93,51.37,240,255,438,189,1122,"1,541","2,663",1.69,3.04,7.7,3.68,16.11,35.26,48.63,
grid.1032.0,ATN,WA,Curtin University,2004,47,95,198,98,438,"1,012","1,450",18.22,37.55,44.49,50,38.02,61.74,51.95,258,253,445,196,1152,"1,639","2,791",1.68,3.4,7.09,3.51,15.68,36.26,48.05,
grid.1032.0,ATN,WA,Curtin University,2005,57,102,201,99,459,"1,022","1,481",20.28,36.82,49.02,48.53,39.16,61.71,52.37,281,277,410,204,1172,"1,656","2,828",2.02,3.61,7.11,3.5,16.24,36.14,47.63,
grid.1032.0,ATN,WA,Curtin University,2006,64,101,211,108,484,"1,014","1,498",23.53,37.69,49.18,51.92,41.12,62.29,53.4,272,268,429,208,1177,"1,628","2,805",2.28,3.6,7.52,3.85,17.25,36.15,46.6,
grid.1032.0,ATN,WA,Curtin University,2007,72,109,230,92,503,"1,025","1,528",24.32,43.78,48.73,50,41.88,63.74,54.4,296,249,472,184,1201,"1,608","2,809",2.56,3.88,8.19,3.28,17.91,36.49,45.6,
grid.1032.0,ATN,WA,Curtin University,2008,90,116,263,113,582,"1,112","1,694",26.32,43.28,52.08,57.65,44.39,63.94,55.54,342,268,505,196,1311,"1,739","3,050",2.95,3.8,8.62,3.7,19.07,36.46,44.46,
grid.1032.0,ATN,WA,Curtin University,2009,111,127,287,114,639,"1,188","1,827",28.98,45.04,53.54,60.32,45.97,64.5,56.53,383,282,536,189,1390,"1,842","3,232",3.43,3.93,8.88,3.53,19.77,36.76,43.47,
grid.1032.0,ATN,WA,Curtin University,2010,109,122,315,122,668,"1,207","1,875",27.74,42.36,55.75,59.8,46.07,64.75,56.58,393,288,565,204,1450,"1,864","3,314",3.29,3.68,9.51,3.68,20.16,36.42,43.42,
grid.1032.0,ATN,WA,Curtin University,2011,111,130,320,125,686,"1,182","1,868",27.48,42.9,55.65,55.56,45.52,63.82,55.61,404,303,575,225,1507,"1,852","3,359",3.3,3.87,9.53,3.72,20.42,35.19,44.39,
grid.1032.0,ATN,WA,Curtin University,2012,120,119,331,120,690,"1,195","1,885",28.78,39.4,57.77,52.86,45.42,64.35,55.84,417,302,573,227,1519,"1,857","3,376",3.55,3.52,9.8,3.55,20.42,35.4,44.16,
grid.1032.0,ATN,WA,Curtin University,2013,120,118,311,122,671,"1,260","1,931",30.23,39.73,53.99,49.39,44.23,65.08,55.92,397,297,576,247,1517,"1,936","3,453",3.48,3.42,9.01,3.53,19.44,36.49,44.08,
grid.1032.0,ATN,WA,Curtin University,2014,119,123,323,136,701,"1,313","2,014",30.13,41.41,54.93,54.4,45.82,65.68,57.07,395,297,588,250,1530,"1,999","3,529",3.37,3.49,9.15,3.85,19.86,37.21,42.93,
grid.1032.0,ATN,WA,Curtin University,2015,117,117,331,125,690,"1,307","1,997",30.15,40.77,54.17,53.88,45.45,64.61,56.4,388,287,611,232,1518,"2,023","3,541",3.3,3.3,9.35,3.53,19.48,36.91,43.6,
grid.1032.0,ATN,WA,Curtin University,2016,125,135,335,118,713,"1,367","2,080",30.41,43.97,53.86,48.16,44.98,65.03,56.41,411,307,622,245,1585,"2,102","3,687",3.39,3.66,9.09,3.2,19.34,37.08,43.59,
grid.1032.0,ATN,WA,Curtin University,2017,135,140,331,111,717,"1,370","2,087",31.32,44.87,55.54,47.84,45.64,65.61,57.04,431,312,596,232,1571,"2,088","3,659",3.69,3.83,9.05,3.03,19.6,37.44,42.96,
grid.1032.0,ATN,WA,Curtin University,2018,139,142,297,104,682,"1,312","1,994",32.63,45.22,53.8,51.49,45.65,66.03,57.28,426,314,552,202,1494,"1,987","3,481",3.99,4.08,8.53,2.99,19.59,37.69,42.72,
grid.1021.2,,VIC,Deakin University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1021.2,,VIC,Deakin University,2001,33,79,139,89,340,800,"1,140",26.4,38.16,45.13,59.73,43.09,68.49,58.25,125,207,308,149,789,"1,168","1,957",1.69,4.04,7.1,4.55,17.38,40.88,41.75,
grid.1021.2,,VIC,Deakin University,2002,35,94,152,95,376,823,"1,199",27.56,42.15,47.5,58.64,45.19,67.79,58.6,127,223,320,162,832,"1,214","2,046",1.71,4.59,7.43,4.64,18.37,40.22,41.4,
grid.1021.2,,VIC,Deakin University,2003,37,87,162,106,392,855,"1,247",29.37,39.91,48.36,56.38,45.21,66.38,57.87,126,218,335,188,867,"1,288","2,155",1.72,4.04,7.52,4.92,18.2,39.68,42.13,
grid.1021.2,,VIC,Deakin University,2004,48,89,177,117,431,915,"1,346",33.8,39.91,49.58,57.64,46.59,66.55,58.52,142,223,357,203,925,"1,375","2,300",2.09,3.87,7.7,5.09,18.75,39.78,41.48,
grid.1021.2,,VIC,Deakin University,2005,56,94,207,104,461,"1,003","1,464",33.73,41.05,53.63,55.32,47.57,66.51,59.1,166,229,386,188,969,"1,508","2,477",2.26,3.79,8.36,4.2,18.61,40.49,40.9,
grid.1021.2,,VIC,Deakin University,2006,62,90,213,117,482,965,"1,447",35.43,41.67,54.48,59.69,49.28,67.34,60.02,175,216,391,196,978,"1,433","2,411",2.57,3.73,8.83,4.85,19.98,40.02,39.98,
grid.1021.2,,VIC,Deakin University,2007,69,97,241,103,510,939,"1,449",36.51,42.17,58.07,53.93,49.76,66.88,59.65,189,230,415,191,1025,"1,404","2,429",2.84,3.99,9.92,4.24,20.99,38.66,40.35,
grid.1021.2,,VIC,Deakin University,2008,63,113,224,112,512,929,"1,441",34.43,45.2,56.57,58.33,50.15,66.26,59.47,183,250,396,192,1021,"1,402","2,423",2.6,4.66,9.24,4.62,21.12,38.34,40.53,
grid.1021.2,,VIC,Deakin University,2009,74,129,263,124,590,"1,031","1,621",35.58,49.24,55.02,61.69,51.35,66.47,60.04,208,262,478,201,1149,"1,551","2,700",2.74,4.78,9.74,4.59,21.85,38.19,39.96,
grid.1021.2,,VIC,Deakin University,2010,79,136,266,129,610,"1,045","1,655",34.96,48.23,55.53,64.82,51.43,66.94,60.25,226,282,479,199,1186,"1,561","2,747",2.88,4.95,9.68,4.7,22.21,38.04,39.75,
grid.1021.2,,VIC,Deakin University,2011,88,156,288,123,655,"1,112","1,767",33.59,50.98,54.24,60.29,50.27,67.31,59.8,262,306,531,204,1303,"1,652","2,955",2.98,5.28,9.75,4.16,22.17,37.63,40.2,
grid.1021.2,,VIC,Deakin University,2012,98,158,321,142,719,"1,156","1,875",33,49.69,58.26,56.35,50.71,67.56,59.92,297,318,551,252,1418,"1,711","3,129",3.13,5.05,10.26,4.54,22.98,36.94,40.08,
grid.1021.2,,VIC,Deakin University,2013,106,160,342,145,753,"1,201","1,954",33.33,46.92,60,53.7,50.23,68.63,60.14,318,341,570,270,1499,"1,750","3,249",3.26,4.92,10.53,4.46,23.17,36.97,39.86,
grid.1021.2,,VIC,Deakin University,2014,124,191,376,155,846,"1,248","2,094",34.07,47.99,62.56,57.41,51.81,68.42,60.57,364,398,601,270,1633,"1,824","3,457",3.59,5.53,10.88,4.48,24.48,36.1,39.43,
grid.1021.2,,VIC,Deakin University,2015,129,203,377,166,875,"1,294","2,169",36.44,47.88,63.79,55.33,52.43,67.43,60.45,354,424,591,300,1669,"1,919","3,588",3.6,5.66,10.51,4.63,24.4,36.06,39.55,
grid.1021.2,,VIC,Deakin University,2016,136,220,389,176,921,"1,406","2,327",35.79,49.89,62.34,60.27,53.02,66.16,60.25,380,441,624,292,1737,"2,125","3,862",3.52,5.7,10.07,4.56,23.85,36.41,39.75,
grid.1021.2,,VIC,Deakin University,2017,162,224,395,179,960,"1,471","2,431",37.33,50.22,59.58,56.83,51.67,66.23,59.6,434,446,663,315,1858,"2,221","4,079",3.97,5.49,9.68,4.39,23.53,36.06,40.4,
grid.1021.2,,VIC,Deakin University,2018,167,236,427,199,1029,"1,571","2,600",35.91,51.3,60.74,57.85,52.18,64.68,59.08,465,460,703,344,1972,"2,429","4,401",3.79,5.36,9.7,4.52,23.37,35.7,40.92,
grid.1038.a,,WA,Edith Cowan University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1038.a,,WA,Edith Cowan University,2001,26,43,132,71,272,699,971,30.23,35.25,44.44,62.28,43.94,66.76,58.28,86,122,297,114,619,"1,047","1,666",1.56,2.58,7.92,4.26,16.32,41.96,41.72,
grid.1038.a,,WA,Edith Cowan University,2002,24,45,137,102,308,701,"1,009",29.27,35.16,47.74,61.82,46.53,65.58,58.29,82,128,287,165,662,"1,069","1,731",1.39,2.6,7.91,5.89,17.79,40.5,41.71,
grid.1038.a,,WA,Edith Cowan University,2003,28,38,136,66,268,713,981,31.11,29.46,49.82,56.9,44.08,65.11,57.6,90,129,273,116,608,"1,095","1,703",1.64,2.23,7.99,3.88,15.74,41.87,42.4,
grid.1038.a,,WA,Edith Cowan University,2004,35,53,135,64,287,749,"1,036",38.04,37.86,51.53,56.64,47.28,65.88,59.4,92,140,262,113,607,"1,137","1,744",2.01,3.04,7.74,3.67,16.46,42.95,40.6,
grid.1038.a,,WA,Edith Cowan University,2005,38,56,141,63,298,769,"1,067",38,34.36,57.55,55.26,47.91,65.78,59.58,100,163,245,114,622,"1,169","1,791",2.12,3.13,7.87,3.52,16.64,42.94,40.42,
grid.1038.a,,WA,Edith Cowan University,2006,33,63,134,59,289,738,"1,027",34.02,36,53.6,59,46.46,66.25,59.16,97,175,250,100,622,"1,114","1,736",1.9,3.63,7.72,3.4,16.65,42.51,40.84,
grid.1038.a,,WA,Edith Cowan University,2007,33,68,120,41,262,680,942,32.67,40.72,56.07,52.56,46.79,66.47,59.51,101,167,214,78,560,"1,023","1,583",2.08,4.3,7.58,2.59,16.55,42.96,40.49,
grid.1038.a,,WA,Edith Cowan University,2008,29,66,121,41,257,712,969,31.18,40.99,52.38,52.56,45.65,66.98,59.59,93,161,231,78,563,"1,063","1,626",1.78,4.06,7.44,2.52,15.8,43.79,40.41,
grid.1038.a,,WA,Edith Cowan University,2009,34,76,147,44,301,749,"1,050",32.38,42.22,55.06,56.41,47.78,68.03,60.66,105,180,267,78,630,"1,101","1,731",1.96,4.39,8.49,2.54,17.38,43.27,39.34,
grid.1038.a,,WA,Edith Cowan University,2010,39,80,161,40,320,751,"1,071",35.45,43.48,57.91,52.63,49.38,68.65,61.48,110,184,278,76,648,"1,094","1,742",2.24,4.59,9.24,2.3,18.37,43.11,38.52,
grid.1038.a,,WA,Edith Cowan University,2011,39,76,164,46,325,789,"1,114",36.11,41.76,59.64,54.12,50,68.73,61.96,108,182,275,85,650,"1,148","1,798",2.17,4.23,9.12,2.56,18.08,43.88,38.04,
grid.1038.a,,WA,Edith Cowan University,2012,41,85,163,33,322,821,"1,143",35.04,45.95,59.71,58.93,51.03,68.7,62.6,117,185,273,56,631,"1,195","1,826",2.25,4.65,8.93,1.81,17.64,44.96,37.4,
grid.1038.a,,WA,Edith Cowan University,2013,47,76,148,42,313,847,"1,160",39.17,42.94,58.96,55.26,50.16,69.48,62.94,120,177,251,76,624,"1,219","1,843",2.55,4.12,8.03,2.28,16.98,45.96,37.06,
grid.1038.a,,WA,Edith Cowan University,2014,43,73,126,29,271,808,"1,079",39.45,45.91,58.88,55.77,50.75,69.48,63.58,109,159,214,52,534,"1,163","1,697",2.53,4.3,7.42,1.71,15.96,47.61,36.42,
grid.1038.a,,WA,Edith Cowan University,2015,41,82,135,33,291,767,"1,058",38.68,49.4,59.73,53.23,51.96,69.66,63.7,106,166,226,62,560,"1,101","1,661",2.47,4.94,8.13,1.99,17.53,46.18,36.3,
grid.1038.a,,WA,Edith Cowan University,2016,55,79,133,41,308,750,"1,058",42.64,49.69,58.85,56.16,52.47,69.51,63.51,129,159,226,73,587,"1,079","1,666",3.3,4.74,7.98,2.46,18.48,45.02,36.49,
grid.1038.a,,WA,Edith Cowan University,2017,54,86,140,54,334,781,"1,115",40.3,51.81,59.07,60.67,53.35,69.12,63.5,134,166,237,89,626,"1,130","1,756",3.08,4.9,7.97,3.08,19.03,44.48,36.5,
grid.1038.a,,WA,Edith Cowan University,2018,58,85,145,58,346,820,"1,166",41.43,52.15,58.23,60.42,53.4,70.39,64.31,140,163,249,96,648,"1,165","1,813",3.2,4.69,8,3.2,19.09,45.23,35.69,
grid.1040.5,RUN,VIC,Federation University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1040.5,RUN,VIC,Federation University,2001,6,16,34,11,67,165,232,28.57,36.36,41.98,47.83,39.64,62.26,53.46,21,44,81,23,169,265,434,1.38,3.69,7.83,2.53,15.43,38.02,46.54,
grid.1040.5,RUN,VIC,Federation University,2002,3,15,35,20,73,167,240,15,36.59,43.21,57.14,41.24,61.85,53.69,20,41,81,35,177,270,447,0.67,3.36,7.83,4.47,16.33,37.36,46.31,
grid.1040.5,RUN,VIC,Federation University,2003,5,19,30,20,74,185,259,20,44.19,39.47,52.63,40.66,62.71,54.3,25,43,76,38,182,295,477,1.05,3.98,6.29,4.19,15.51,38.78,45.7,
grid.1040.5,RUN,VIC,Federation University,2004,9,14,38,31,92,193,285,34.62,33.33,44.19,57.41,44.23,64.98,56.44,26,42,86,54,208,297,505,1.78,2.77,7.52,6.14,18.21,38.22,43.56,
grid.1040.5,RUN,VIC,Federation University,2005,9,16,40,26,91,200,291,25.71,35.56,43.01,54.17,41.18,63.9,54.49,35,45,93,48,221,313,534,1.69,3,7.49,4.87,17.05,37.45,45.51,
grid.1040.5,RUN,VIC,Federation University,2006,8,17,43,29,97,214,311,21.62,34.69,42.16,69.05,42.17,65.05,55.64,37,49,102,42,230,329,559,1.43,3.04,7.69,5.19,17.35,38.28,44.36,
grid.1040.5,RUN,VIC,Federation University,2007,19,20,53,30,122,249,371,36.54,32.79,50.48,69.77,46.74,65.01,57.61,52,61,105,43,261,383,644,2.95,3.11,8.23,4.66,18.95,38.66,42.39,
grid.1040.5,RUN,VIC,Federation University,2008,19,20,51,33,123,299,422,35.85,35.09,49.51,55.93,45.22,67.19,58.86,53,57,103,59,272,445,717,2.65,2.79,7.11,4.6,17.15,41.7,41.14,
grid.1040.5,RUN,VIC,Federation University,2009,18,20,66,37,141,333,474,36,40,56.41,56.92,50,67.27,61,50,50,117,65,282,495,777,2.32,2.57,8.49,4.76,18.14,42.86,39,
grid.1040.5,RUN,VIC,Federation University,2010,19,21,53,43,136,327,463,36.54,35,50,56.58,46.26,66.87,59.13,52,60,106,76,294,489,783,2.43,2.68,6.77,5.49,17.37,41.76,40.87,
grid.1040.5,RUN,VIC,Federation University,2011,19,30,46,36,131,272,403,37.25,50.85,45.54,69.23,49.81,65.86,59.62,51,59,101,52,263,413,676,2.81,4.44,6.8,5.33,19.38,40.24,40.38,
grid.1040.5,RUN,VIC,Federation University,2012,13,30,51,37,131,318,449,28.89,50,50,67.27,50,68.98,62.1,45,60,102,55,262,461,723,1.8,4.15,7.05,5.12,18.12,43.98,37.9,
grid.1040.5,RUN,VIC,Federation University,2013,14,27,56,36,133,318,451,29.17,43.55,48.28,70.59,48.01,68.39,60.78,48,62,116,51,277,465,742,1.89,3.64,7.55,4.85,17.93,42.86,39.22,
grid.1040.5,RUN,VIC,Federation University,2014,27,37,98,51,213,528,741,35.53,40.66,55.06,70.83,51.08,71.06,63.88,76,91,178,72,417,743,"1,160",2.33,3.19,8.45,4.4,18.37,45.52,36.12,
grid.1040.5,RUN,VIC,Federation University,2015,26,28,100,40,194,516,710,36.11,36.36,57.8,72.73,51.46,70.49,64.02,72,77,173,55,377,732,"1,109",2.34,2.52,9.02,3.61,17.49,46.53,35.98,
grid.1040.5,RUN,VIC,Federation University,2016,27,31,102,47,207,542,749,34.62,40.79,59.3,67.14,52.27,70.03,64.02,78,76,172,70,396,774,"1,170",2.31,2.65,8.72,4.02,17.7,46.32,35.98,
grid.1040.5,RUN,VIC,Federation University,2017,23,34,100,48,205,601,806,29.87,44.16,59.17,64.86,51.64,71.21,64.95,77,77,169,74,397,844,"1,241",1.85,2.74,8.06,3.87,16.52,48.43,35.05,
grid.1040.5,RUN,VIC,Federation University,2018,24,32,102,39,197,567,764,33.8,42.11,60.36,52,50.38,71.95,64.8,71,76,169,75,391,788,"1,179",2.04,2.71,8.65,3.31,16.71,48.09,35.2,
grid.1014.4,IRU,SA,Flinders University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1014.4,IRU,SA,Flinders University,2001,39,80,97,56,272,611,883,22.03,44.2,50.52,51.38,41.27,67.29,56.35,177,181,192,109,659,908,"1,567",2.49,5.11,6.19,3.57,17.36,38.99,43.65,
grid.1014.4,IRU,SA,Flinders University,2002,42,81,99,53,275,609,884,24.28,42.41,52.11,52.48,41.98,67.67,56.85,173,191,190,101,655,900,"1,555",2.7,5.21,6.37,3.41,17.69,39.16,43.15,
grid.1014.4,IRU,SA,Flinders University,2003,40,72,101,56,269,620,889,24.69,41.86,55.19,49.56,42.7,67.25,57.28,162,172,183,113,630,922,"1,552",2.58,4.64,6.51,3.61,17.34,39.95,42.72,
grid.1014.4,IRU,SA,Flinders University,2004,42,75,117,60,294,632,926,26.58,45.18,57.35,55.56,46.23,68.7,59.51,158,166,204,108,636,920,"1,556",2.7,4.82,7.52,3.86,18.9,40.62,40.49,
grid.1014.4,IRU,SA,Flinders University,2005,51,76,114,73,314,661,975,29.82,43.43,59.38,65.77,48.38,69.07,60.71,171,175,192,111,649,957,"1,606",3.18,4.73,7.1,4.55,19.56,41.16,39.29,
grid.1014.4,IRU,SA,Flinders University,2006,51,81,122,87,341,688,"1,029",29.31,46.02,59.51,66.92,49.78,68.87,61.1,174,176,205,130,685,999,"1,684",3.03,4.81,7.24,5.17,20.25,40.86,38.9,
grid.1014.4,IRU,SA,Flinders University,2007,62,89,140,96,387,703,"1,090",32.12,46.84,59.83,71.64,51.53,68.12,61.13,193,190,234,134,751,"1,032","1,783",3.48,4.99,7.85,5.38,21.7,39.43,38.87,
grid.1014.4,IRU,SA,Flinders University,2008,64,102,149,85,400,737,"1,137",31.53,47.44,58.89,66.93,50.13,69.01,60.93,203,215,253,127,798,"1,068","1,866",3.43,5.47,7.98,4.56,21.44,39.5,39.07,
grid.1014.4,IRU,SA,Flinders University,2009,74,111,167,94,446,791,"1,237",34.42,51.39,59.01,68.12,52.35,69.45,62.13,215,216,283,138,852,"1,139","1,991",3.72,5.58,8.39,4.72,22.41,39.73,37.87,
grid.1014.4,IRU,SA,Flinders University,2010,75,112,184,78,449,815,"1,264",33.33,51.38,62.8,63.93,52.33,69.54,62.27,225,218,293,122,858,"1,172","2,030",3.69,5.52,9.06,3.84,22.11,40.15,37.73,
grid.1014.4,IRU,SA,Flinders University,2011,79,125,187,76,467,829,"1,296",32.64,55.56,62.13,59.84,52.18,69.78,62.22,242,225,301,127,895,"1,188","2,083",3.79,6,8.98,3.65,22.42,39.8,37.78,
grid.1014.4,IRU,SA,Flinders University,2012,82,137,201,89,509,849,"1,358",33.33,57.08,61.28,64.96,53.52,69.53,62.52,246,240,328,137,951,"1,221","2,172",3.78,6.31,9.25,4.1,23.44,39.09,37.48,
grid.1014.4,IRU,SA,Flinders University,2013,87,140,217,81,525,884,"1,409",33.08,58.58,61.3,68.07,53.85,69.61,62.76,263,239,354,119,975,"1,270","2,245",3.88,6.24,9.67,3.61,23.4,39.38,37.24,
grid.1014.4,IRU,SA,Flinders University,2014,98,125,218,87,528,909,"1,437",34.88,55.56,60.56,64.93,52.8,68.81,61.91,281,225,360,134,1000,"1,321","2,321",4.22,5.39,9.39,3.75,22.75,39.16,38.09,
grid.1014.4,IRU,SA,Flinders University,2015,107,128,221,83,539,924,"1,463",37.02,55.41,61.9,61.94,53.31,69.16,62.33,289,231,357,134,1011,"1,336","2,347",4.56,5.45,9.42,3.54,22.97,39.37,37.67,
grid.1014.4,IRU,SA,Flinders University,2016,115,137,211,67,530,927,"1,457",38.85,56.85,64.72,55.37,53.86,70.93,63.6,296,241,326,121,984,"1,307","2,291",5.02,5.98,9.21,2.92,23.13,40.46,36.4,
grid.1014.4,IRU,SA,Flinders University,2017,116,128,201,78,523,862,"1,385",39.19,59.26,64.63,58.65,54.71,70.6,63.62,296,216,311,133,956,"1,221","2,177",5.33,5.88,9.23,3.58,24.02,39.6,36.38,
grid.1014.4,IRU,SA,Flinders University,2018,127,125,218,107,577,834,"1,411",41.91,59.24,66.87,64.46,57.36,70.14,64.28,303,211,326,166,1006,"1,189","2,195",5.79,5.69,9.93,4.87,26.28,38,35.72,
grid.1022.1,IRU,QLD,Griffith University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1022.1,IRU,QLD,Griffith University,2001,27,93,154,76,350,"1,029","1,379",16.56,33.33,44.77,57.58,38.13,64.6,54.92,163,279,344,132,918,"1,593","2,511",1.08,3.7,6.13,3.03,13.94,40.98,45.08,
grid.1022.1,IRU,QLD,Griffith University,2002,35,89,168,69,361,"1,061","1,422",19.66,32.36,46.03,53.49,38.12,65.66,55.48,178,275,365,129,947,"1,616","2,563",1.37,3.47,6.55,2.69,14.08,41.4,44.52,
grid.1022.1,IRU,QLD,Griffith University,2003,40,101,172,54,367,"1,093","1,460",22.22,33.11,46.87,45,37.76,66.16,55.64,180,305,367,120,972,"1,652","2,624",1.52,3.85,6.55,2.06,13.98,41.65,44.36,
grid.1022.1,IRU,QLD,Griffith University,2004,56,99,192,74,421,"1,188","1,609",25.23,35.48,48.36,50.68,40.33,66.82,57.02,222,279,397,146,1044,"1,778","2,822",1.98,3.51,6.8,2.62,14.91,42.1,42.98,
grid.1022.1,IRU,QLD,Griffith University,2005,54,145,190,70,459,"1,271","1,730",23.68,40.73,50.13,53.03,41.92,66.86,57.74,228,356,379,132,1095,"1,901","2,996",1.8,4.84,6.34,2.34,15.32,42.42,42.26,
grid.1022.1,IRU,QLD,Griffith University,2006,77,131,199,76,483,"1,334","1,817",27.9,41.19,49.63,56.3,42.74,67.04,58.24,276,318,401,135,1130,"1,990","3,120",2.47,4.2,6.38,2.44,15.49,42.76,41.76,
grid.1022.1,IRU,QLD,Griffith University,2007,86,142,199,72,499,"1,340","1,839",28.2,43.16,52.09,58.06,43.77,67.64,58.92,305,329,382,124,1140,"1,981","3,121",2.76,4.55,6.38,2.31,16,42.93,41.08,
grid.1022.1,IRU,QLD,Griffith University,2008,84,141,210,81,516,"1,415","1,931",27.27,42.09,52.76,57.04,43.62,67.64,58.96,308,335,398,142,1183,"2,092","3,275",2.56,4.31,6.41,2.47,15.75,43.21,41.04,
